,Team_1,Team_1_Score,Team_1_Zip,Team_2_Team,Team_2_Score,Sport,Gender,Year,Level,City,State,Result,District_Non_District,Away/Home_For_Team_1,Date_Of_Contest,Time
245,All Saints,51,76108-5985,Trinity ChristianAddison,28,football,boys,17-18,Varsity,Fort Worth,TX,Team_1_Win, Non-District,Away ,"Fri, 9/8",7:00pm
246,All Saints,43,76108-5985,Nolan CatholicFort Worth,15,football,boys,17-18,Varsity,Fort Worth,TX,Team_1_Win, Non-District,Home ,"Fri, 9/15",7:00pm
247,All Saints,35,76108-5985,Midland ChristianMidland,21,football,boys,17-18,Varsity,Fort Worth,TX,Team_1_Win, Non-District,Away ,"Fri, 9/22",7:00pm
248,All Saints,47,76108-5985,Dallas ChristianMesquite,10,football,boys,17-18,Varsity,Fort Worth,TX,Team_1_Win, Non-District,Away ,"Fri, 10/6",7:00pm
249,All Saints,46,76108-5985,Shadow CreekPearland,16,football,boys,17-18,Varsity,Fort Worth,TX,Team_1_Win, Non-District,Away ,"Fri, 10/13",7:00pm
250,All Saints,49,76108-5985,St. Pius XHouston,37,football,boys,17-18,Varsity,Fort Worth,TX,Team_1_Win, Non-District,Home ,"Fri, 10/20",7:00pm
251,All Saints,42,76108-5985,St. Joseph AcademyBrownsville,8,football,boys,17-18,Varsity,Fort Worth,TX,Team_1_Win, Non-District,Home ,"Sat, 11/4",2:00pm
252,All Saints,42,76108-5985,Central CatholicSan Antonio,7,football,boys,17-18,Varsity,Fort Worth,TX,Team_1_Win, Non-District,Home ,"Fri, 11/10",7:00pm
253,All Saints,49,76108-5985,Nolan CatholicFort Worth,7,football,boys,17-18,Varsity,Fort Worth,TX,Team_1_Win, Playoff,Away ,"Sat, 11/18",1:30pm
254,All Saints,47,76108-5985,St. Joseph AcademyBrownsville,14,football,boys,17-18,Varsity,Fort Worth,TX,Team_1_Win, Playoff,TBA ,"Fri, 11/24",5:00pm
255,All Saints,55,76108-5985,Prestonwood ChristianPlano,48,football,boys,17-18,Varsity,Fort Worth,TX,Team_1_Win, Playoff,TBA ,"Fri, 12/1",7:30pm
256,Ryan,57,76208-4658,Lancaster,40,football,boys,17-18,Varsity,Denton,TX,Team_1_Win, Non-District,Home ,"Fri, 9/1",7:00pm
257,Ryan,44,76208-4658,PoteetMesquite,3,football,boys,17-18,Varsity,Denton,TX,Team_1_Win, Non-District,Home ,"Fri, 9/8",7:00pm
258,Ryan,48,76208-4658,Wylie EastWylie,22,football,boys,17-18,Varsity,Denton,TX,Team_1_Win, Non-District,Home ,"Thu, 9/14",7:00pm
259,Ryan,28,76208-4658,Lone StarFrisco,21,football,boys,17-18,Varsity,Denton,TX,Team_1_Win, Non-District,Away ,"Thu, 9/21",7:00pm
260,Ryan,42,76208-4658,Denton,13,football,boys,17-18,Varsity,Denton,TX,Team_1_Win, District,Away ,"Thu, 9/28",7:00pm
261,Ryan,47,76208-4658,BraswellLittle Elm,14,football,boys,17-18,Varsity,Denton,TX,Team_1_Win, District,Home ,"Fri, 10/6",7:00pm
262,Ryan,53,76208-4658,Sherman,19,football,boys,17-18,Varsity,Denton,TX,Team_1_Win, District,Away ,"Fri, 10/20",7:00pm
263,Ryan,41,76208-4658,Wichita Falls,13,football,boys,17-18,Varsity,Denton,TX,Team_1_Win, District,Home ,"Thu, 10/26",7:00pm
264,Ryan,56,76208-4658,Denison,16,football,boys,17-18,Varsity,Denton,TX,Team_1_Win, District,Away ,"Fri, 11/3",7:00pm
265,Ryan,56,76208-4658,RiderWichita Falls,7,football,boys,17-18,Varsity,Denton,TX,Team_1_Win, District,Home ,"Thu, 11/9",7:00pm
266,Ryan,42,76208-4658,BrewerFort Worth,17,football,boys,17-18,Varsity,Denton,TX,Team_1_Win, Playoff,Home ,"Thu, 11/16",7:00pm
267,Ryan,49,76208-4658,BirdvilleNorth Richland Hills,6,football,boys,17-18,Varsity,Denton,TX,Team_1_Win, Playoff,TBA ,"Fri, 11/24",3:00pm
268,Ryan,49,76208-4658,MontereyLubbock,28,football,boys,17-18,Varsity,Denton,TX,Team_1_Win, Playoff,Home ,"Sat, 12/2",2:00pm
269,Ryan,69,76208-4658,CoronadoLubbock,49,football,boys,17-18,Varsity,Denton,TX,Team_1_Win, Playoff,TBA ,"Sat, 12/9",2:00pm
270,Ryan,45,76208-4658,Highland ParkDallas,35,football,boys,17-18,Varsity,Denton,TX,Team_1_Win, Playoff,TBA ,"Fri, 12/15",9:00pm
271,Trinity Christian,38,75104-4101,Episcopal School of DallasDallas,14,football,boys,17-18,Varsity,Cedar Hill,TX,Team_1_Win, Non-District,Home ,"Fri, 9/1",7:30pm
272,Trinity Christian,35,75104-4101,Grapevine Faith ChristianGrapevine,14,football,boys,17-18,Varsity,Cedar Hill,TX,Team_1_Win, Non-District,Away ,"Fri, 9/8",7:30pm
273,Trinity Christian,28,75104-4101,St. Thomas CatholicHouston,27,football,boys,17-18,Varsity,Cedar Hill,TX,Team_1_Win, Non-District,Away ,"Fri, 9/15",7:30pm
274,Trinity Christian,57,75104-4101,Brock,21,football,boys,17-18,Varsity,Cedar Hill,TX,Team_1_Win, Non-District,Away ,"Fri, 9/22",7:00pm
275,Trinity Christian,60,75104-4101,Grace CommunityTyler,0,football,boys,17-18,Varsity,Cedar Hill,TX,Team_1_Win, District,Away ,"Fri, 10/6",7:30pm
276,Trinity Christian,48,75104-4101,Prince of PeaceCarrollton,0,football,boys,17-18,Varsity,Cedar Hill,TX,Team_1_Win, District,Away ,"Fri, 10/20",7:30pm
277,Trinity Christian,75,75104-4101,Bishop GormanTyler,33,football,boys,17-18,Varsity,Cedar Hill,TX,Team_1_Win, District,Home ,"Fri, 10/27",7:30pm
278,Trinity Christian,56,75104-4101,Brook HillBullard,7,football,boys,17-18,Varsity,Cedar Hill,TX,Team_1_Win, District,Away ,"Fri, 11/3",7:30pm
279,Trinity Christian,27,75104-4101,Dallas ChristianMesquite,14,football,boys,17-18,Varsity,Cedar Hill,TX,Team_1_Win, District,Home ,"Fri, 11/10",7:30pm
280,Trinity Christian,70,75104-4101,Southwest Christian SchoolFort Worth,8,football,boys,17-18,Varsity,Cedar Hill,TX,Team_1_Win, Playoff,Home ,"Fri, 11/17",7:30pm
281,Trinity Christian,41,75104-4101,Midland ChristianMidland,6,football,boys,17-18,Varsity,Cedar Hill,TX,Team_1_Win, Playoff,TBA ,"Sat, 11/25",6:00pm
282,Trinity Christian,27,75104-4101,Dallas ChristianMesquite,0,football,boys,17-18,Varsity,Cedar Hill,TX,Team_1_Win, Playoff,TBA ,"Sat, 12/2",6:30pm
283,Trinity Christian,62,75104-4101,RegentsAustin,30,football,boys,17-18,Varsity,Cedar Hill,TX,Team_1_Win, Playoff,TBA ,"Fri, 12/8",7:00pm
284,Klein Collins,23,77388-3873,LamarHouston,14,football,boys,17-18,Varsity,Spring,TX,Team_1_Win, Non-District,Away ,"Thu, 9/14",7:00pm
285,Klein Collins,41,77388-3873,AtascocitaHumble,0,football,boys,17-18,Varsity,Spring,TX,Team_1_Win, Non-District,Home ,"Thu, 9/21",7:00pm
286,Klein Collins,38,77388-3873,MemorialHouston,10,football,boys,17-18,Varsity,Spring,TX,Team_1_Win, District,Away ,"Thu, 9/28",7:00pm
287,Klein Collins,21,77388-3873,Klein OakSpring,10,football,boys,17-18,Varsity,Spring,TX,Team_1_Win, District,Home ,"Thu, 10/5",7:00pm
288,Klein Collins,49,77388-3873,Klein ForestHouston,22,football,boys,17-18,Varsity,Spring,TX,Team_1_Win, District,Away ,"Fri, 10/13",7:00pm
289,Klein Collins,68,77388-3873,Spring WoodsHouston,0,football,boys,17-18,Varsity,Spring,TX,Team_1_Win, District,Home ,"Fri, 10/20",7:00pm
290,Klein Collins,49,77388-3873,StratfordHouston,7,football,boys,17-18,Varsity,Spring,TX,Team_1_Win, District,Away ,"Fri, 10/27",7:00pm
291,Klein Collins,22,77388-3873,Klein,9,football,boys,17-18,Varsity,Spring,TX,Team_1_Win, District,Away ,"Fri, 11/3",7:00pm
292,Klein Collins,62,77388-3873,NorthbrookHouston,0,football,boys,17-18,Varsity,Spring,TX,Team_1_Win, District,Home ,"Thu, 11/9",7:00pm
293,Klein Collins,49,77388-3873,DekaneyHouston,9,football,boys,17-18,Varsity,Spring,TX,Team_1_Win, Playoff,TBA ,"Fri, 11/17",7:00pm
294,Klein Collins,48,77388-3873,Stony PointRound Rock,14,football,boys,17-18,Varsity,Spring,TX,Team_1_Win, Playoff,TBA ,"Fri, 11/24",3:00pm
295,Klein Collins,30,77388-3873,Longview,24,football,boys,17-18,Varsity,Spring,TX,Team_1_Win, Playoff,TBA ,"Sat, 12/2",2:00pm
296,Trinity,38,76039-7499,"UnionTulsa, OK",7,football,boys,17-18,Varsity,Euless,TX,Team_1_Win, Non-District,Away ,"Fri, 9/1",7:00pm
297,Trinity,39,76039-7499,Montgomery,6,football,boys,17-18,Varsity,Euless,TX,Team_1_Win, Non-District,Away ,"Fri, 9/8",7:00pm
298,Trinity,31,76039-7499,Colleyville HeritageColleyville,14,football,boys,17-18,Varsity,Euless,TX,Team_1_Win, Non-District,Home ,"Fri, 9/15",7:30pm
299,Trinity,42,76039-7499,Lewisville,0,football,boys,17-18,Varsity,Euless,TX,Team_1_Win, District,Away ,"Fri, 9/29",7:30pm
300,Trinity,21,76039-7499,Southlake CarrollSouthlake,20,football,boys,17-18,Varsity,Euless,TX,Team_1_Win, District,Home ,"Fri, 10/6",7:30pm
301,Trinity,35,76039-7499,Byron NelsonTrophy Club,21,football,boys,17-18,Varsity,Euless,TX,Team_1_Win, District,Away ,"Thu, 10/12",7:00pm
302,Trinity,48,76039-7499,BellHurst,0,football,boys,17-18,Varsity,Euless,TX,Team_1_Win, District,Away ,"Thu, 10/19",7:00pm
303,Trinity,31,76039-7499,HebronCarrollton,28,football,boys,17-18,Varsity,Euless,TX,Team_1_Win, District,Away ,"Fri, 10/27",7:30pm
304,Trinity,37,76039-7499,Flower Mound,7,football,boys,17-18,Varsity,Euless,TX,Team_1_Win, District,Home ,"Fri, 11/3",7:30pm
305,Trinity,21,76039-7499,MarcusFlower Mound,16,football,boys,17-18,Varsity,Euless,TX,Team_1_Win, District,Away ,"Fri, 11/10",7:30pm
306,Trinity,28,76039-7499,Plano,21 (OT),football,boys,17-18,Varsity,Euless,TX,, Playoff,Home ,"Fri, 11/17",7:30pm
307,Trinity,28,76039-7499,Duncanville,27,football,boys,17-18,Varsity,Euless,TX,Team_1_Win, Playoff,TBA ,"Sat, 11/25",12:00pm
308,Trinity,34,76039-7499,Midland LeeMidland,23,football,boys,17-18,Varsity,Euless,TX,Team_1_Win, Playoff,TBA ,"Sat, 12/2",4:00pm
309,Trinity,41,76039-7499,Allen,20,football,boys,17-18,Varsity,Euless,TX,Team_1_Win, Playoff,TBA ,"Sat, 12/9",1:00pm
310,Southlake Carroll,6,76092-5948,Broken ArrowOK,0,football,boys,17-18,Varsity,Southlake,TX,Team_1_Win, Non-District,Away ,"Fri, 9/1",7:00pm
311,Southlake Carroll,50,76092-5948,MartinArlington,33,football,boys,17-18,Varsity,Southlake,TX,Team_1_Win, Non-District,Away ,"Fri, 9/8",7:30pm
312,Southlake Carroll,52,76092-5948,Rockwall,38,football,boys,17-18,Varsity,Southlake,TX,Team_1_Win, Non-District,Home ,"Fri, 9/15",7:30pm
313,Southlake Carroll,45,76092-5948,Flower Mound,31,football,boys,17-18,Varsity,Southlake,TX,Team_1_Win, District,Home ,"Fri, 9/29",7:30pm
314,Southlake Carroll,21,76092-5948,TrinityEuless,20,football,boys,17-18,Varsity,Southlake,TX,Team_1_Win, District,Away ,"Fri, 10/6",7:30pm
315,Southlake Carroll,51,76092-5948,Lewisville,0,football,boys,17-18,Varsity,Southlake,TX,Team_1_Win, District,Home ,"Fri, 10/13",7:30pm
316,Southlake Carroll,35,76092-5948,MarcusFlower Mound,21,football,boys,17-18,Varsity,Southlake,TX,Team_1_Win, District,Home ,"Fri, 10/20",7:30pm
317,Southlake Carroll,50,76092-5948,Byron NelsonTrophy Club,17,football,boys,17-18,Varsity,Southlake,TX,Team_1_Win, District,Away ,"Thu, 10/26",7:00pm
318,Southlake Carroll,24,76092-5948,BellHurst,17,football,boys,17-18,Varsity,Southlake,TX,Team_1_Win, District,Home ,"Fri, 11/3",7:30pm
319,Southlake Carroll,36,76092-5948,HebronCarrollton,31,football,boys,17-18,Varsity,Southlake,TX,Team_1_Win, District,Away ,"Fri, 11/10",7:30pm
320,Southlake Carroll,42,76092-5948,McKinney,0,football,boys,17-18,Varsity,Southlake,TX,Team_1_Win, Playoff,Home ,"Fri, 11/17",7:30pm
321,Southlake Carroll,33,76092-5948,DeSoto,15,football,boys,17-18,Varsity,Southlake,TX,Team_1_Win, Playoff,TBA ,"Sat, 11/25",7:00pm
322,Southlake Carroll,28,76092-5948,Arlington,24,football,boys,17-18,Varsity,Southlake,TX,Team_1_Win, Playoff,TBA ,"Sat, 12/2",7:00pm
323,Southlake Carroll,42,76092-5948,MidwayWaco,28,football,boys,17-18,Varsity,Southlake,TX,Team_1_Win, Playoff,TBA ,"Sat, 12/9",6:00pm
324,St. Pius X,56,77091-5699,Sealy,13,football,boys,17-18,Varsity,Houston,TX,Team_1_Win, Non-District,Away ,"Fri, 9/8",7:30pm
325,St. Pius X,58,77091-5699,College Station,41,football,boys,17-18,Varsity,Houston,TX,Team_1_Win, Non-District,Away ,"Fri, 9/15",7:30pm
326,St. Pius X,69,77091-5699,ChavezHouston,14,football,boys,17-18,Varsity,Houston,TX,Team_1_Win, Non-District,Home ,"Fri, 9/22",7:30pm
327,St. Pius X,49,77091-5699,RudderBryan,0,football,boys,17-18,Varsity,Houston,TX,Team_1_Win, Non-District,Home ,"Fri, 9/29",7:30pm
328,St. Pius X,49,77091-5699,All SaintsFort Worth,37,football,boys,17-18,Varsity,Houston,TX,Team_1_Win, Non-District,Away ,"Fri, 10/20",7:00pm
329,St. Pius X,53,77091-5699,Concordia LutheranTomball,42,football,boys,17-18,Varsity,Houston,TX,Team_1_Win, District,Away ,"Fri, 10/27",7:00pm
330,St. Pius X,62,77091-5699,Kelly CatholicBeaumont,14,football,boys,17-18,Varsity,Houston,TX,Team_1_Win, District,Home ,"Fri, 11/3",7:30pm
331,St. Pius X,56,77091-5699,St. Thomas CatholicHouston,14,football,boys,17-18,Varsity,Houston,TX,Team_1_Win, District,Home ,"Fri, 11/10",7:30pm
332,St. Pius X,56,77091-5699,Antonian PrepSan Antonio,12,football,boys,17-18,Varsity,Houston,TX,Team_1_Win, Playoff,Home ,"Fri, 11/17",7:00pm
333,St. Pius X,35,77091-5699,Bishop DunneDallas,28,football,boys,17-18,Varsity,Houston,TX,Team_1_Win, Playoff,TBA ,"Sat, 11/25",2:00pm
334,St. Pius X,34,77091-5699,Bishop LynchDallas,15,football,boys,17-18,Varsity,Houston,TX,Team_1_Win, Playoff,TBA ,"Sat, 12/2",6:00pm
335,St. Pius X,42,77091-5699,Prestonwood ChristianPlano,41,football,boys,17-18,Varsity,Houston,TX,Team_1_Win, Playoff,TBA ,"Sat, 12/9",7:00pm
336,Mansfield,26,76063-5800,Mansfield SummitArlington,6,football,boys,17-18,Varsity,Mansfield,TX,Team_1_Win, Non-District,Away ,"Fri, 9/1",7:30pm
337,Mansfield,38,76063-5800,Cedar Hill,21,football,boys,17-18,Varsity,Mansfield,TX,Team_1_Win, Non-District,Home ,"Fri, 9/8",7:30pm
338,Mansfield,31,76063-5800,MarcusFlower Mound,14,football,boys,17-18,Varsity,Mansfield,TX,Team_1_Win, Non-District,Home ,"Fri, 9/15",7:30pm
339,Mansfield,51,76063-5800,PaschalFort Worth,0,football,boys,17-18,Varsity,Mansfield,TX,Team_1_Win, District,Home ,"Fri, 9/29",7:30pm
340,Mansfield,34,76063-5800,Arlington,13,football,boys,17-18,Varsity,Mansfield,TX,Team_1_Win, District,Away ,"Fri, 10/6",7:30pm
341,Mansfield,27,76063-5800,MartinArlington,16,football,boys,17-18,Varsity,Mansfield,TX,Team_1_Win, District,Home ,"Fri, 10/13",7:30pm
342,Mansfield,30,76063-5800,LamarArlington,7,football,boys,17-18,Varsity,Mansfield,TX,Team_1_Win, District,Away ,"Fri, 10/20",7:30pm
343,Mansfield,34,76063-5800,Sam HoustonArlington,0,football,boys,17-18,Varsity,Mansfield,TX,Team_1_Win, District,Home ,"Thu, 10/26",7:00pm
344,Mansfield,55,76063-5800,BowieArlington,7,football,boys,17-18,Varsity,Mansfield,TX,Team_1_Win, District,Away ,"Fri, 11/3",7:30pm
345,Mansfield,31,76063-5800,North CrowleyFort Worth,12,football,boys,17-18,Varsity,Mansfield,TX,Team_1_Win, District,Home ,"Thu, 11/9",7:00pm
346,Mansfield,42,76063-5800,Keller CentralKeller,3,football,boys,17-18,Varsity,Mansfield,TX,Team_1_Win, Playoff,Home ,"Fri, 11/17",7:30pm
347,Mansfield,55,76063-5800,San Angelo CentralSan Angelo,37,football,boys,17-18,Varsity,Mansfield,TX,Team_1_Win, Playoff,Home ,"Fri, 11/24",7:00pm
348,Mansfield,48,76063-5800,MidwayWaco,17,football,boys,17-18,Varsity,Mansfield,TX,Team_1_Win, Playoff,TBA ,"Fri, 12/1",7:00pm
349,Newton,41,75966-0448,Silsbee,17,football,boys,17-18,Varsity,Newton,TX,Team_1_Win, Non-District,Home ,"Fri, 9/8",7:30pm
350,Newton,40,75966-0448,Diboll,20,football,boys,17-18,Varsity,Newton,TX,Team_1_Win, Non-District,Home ,"Fri, 9/15",7:30pm
351,Newton,55,75966-0448,Bridge City,14,football,boys,17-18,Varsity,Newton,TX,Team_1_Win, Non-District,Away ,"Fri, 9/22",7:30pm
352,Newton,60,75966-0448,East ChambersWinnie,17,football,boys,17-18,Varsity,Newton,TX,Team_1_Win, Non-District,Home ,"Fri, 9/29",7:30pm
353,Newton,71,75966-0448,Crockett,8,football,boys,17-18,Varsity,Newton,TX,Team_1_Win, District,Away ,"Fri, 10/13",7:30pm
354,Newton,58,75966-0448,Garrison,0,football,boys,17-18,Varsity,Newton,TX,Team_1_Win, District,Home ,"Fri, 10/20",7:30pm
355,Newton,52,75966-0448,Corrigan-CamdenCorrigan,0,football,boys,17-18,Varsity,Newton,TX,Team_1_Win, District,Away ,"Fri, 10/27",7:30pm
356,Newton,75,75966-0448,Hemphill,0,football,boys,17-18,Varsity,Newton,TX,Team_1_Win, District,Home ,"Fri, 11/3",7:30pm
357,Newton,47,75966-0448,Frankston,0,football,boys,17-18,Varsity,Newton,TX,Team_1_Win, District,Away ,"Fri, 11/10",7:30pm
358,Newton,58,75966-0448,Arp,0,football,boys,17-18,Varsity,Newton,TX,Team_1_Win, Playoff,TBA ,"Thu, 11/16",7:30pm
359,Newton,65,75966-0448,Rice,11,football,boys,17-18,Varsity,Newton,TX,Team_1_Win, Playoff,TBA ,"Fri, 11/24",3:00pm
360,Newton,21,75966-0448,West RuskNew London,7,football,boys,17-18,Varsity,Newton,TX,Team_1_Win, Playoff,TBA ,"Fri, 12/1",7:30pm
361,Newton,45,75966-0448,Waskom,6,football,boys,17-18,Varsity,Newton,TX,Team_1_Win, Playoff,TBA ,"Fri, 12/8",7:30pm
362,Newton,55,75966-0448,Boling,28,football,boys,17-18,Varsity,Newton,TX,Team_1_Win, Playoff,TBA ,"Fri, 12/15",7:30pm
363,Newton,40,75966-0448,Gunter,16,football,boys,17-18,Varsity,Newton,TX,Team_1_Win, Playoff,TBA ,"Thu, 12/21",7:00pm
